pr,ease,t_ms,seamI_deg,seamO_deg,inner_rMin,inner_rMax,outer_rMin,outer_rMax,00 - Inbox_arcFrac,00 - Inbox_alphaFrac,01 - Projects_arcFrac,01 - Projects_alphaFrac,02 - Areas_arcFrac,02 - Areas_alphaFrac,04 - Daily Notes_arcFrac,04 - Daily Notes_alphaFrac,05 - Meeting Notes_arcFrac,05 - Meeting Notes_alphaFrac,06 - Zettelkasten_arcFrac,06 - Zettelkasten_alphaFrac,07 - Weekly Reviews_arcFrac,07 - Weekly Reviews_alphaFrac,08 - Archive_arcFrac,08 - Archive_alphaFrac,09 - Maps of Content_arcFrac,09 - Maps of Content_alphaFrac,10 - Literature Notes_arcFrac,10 - Literature Notes_alphaFrac,11 - Clippings_arcFrac,11 - Clippings_alphaFrac,12 - Journal_arcFrac,12 - Journal_alphaFrac,13 - Someday Maybe_arcFrac,13 - Someday Maybe_alphaFrac,14 - Reading List_arcFrac,14 - Reading List_alphaFrac,15 - Courses_arcFrac,15 - Courses_alphaFrac,(vault root)_arcFrac,(vault root)_alphaFrac,03 - Resources_arc,03 - Resources_noteArc
0.4250,0.3883,2723.1,13.46,4.75,1105.9,1795.4,2598.3,4650.7,0.87,0.667,0,0,0,0,0,0,1.253,0.677,1.812,1,1.807,1,1.019,0.632,0.903,0.585,1.039,0.584,0.903,0.583,0.904,0.579,0.793,0.5,0.793,1,1.55,1,0.793,0.5,100.8,94.6
0.4280,0.3927,2739.9,13.45,4.75,1105.9,1797.5,2598.3,4658.5,0.871,0.667,0,0,0,0,0,0,1.246,0.669,1.821,1,1.816,1,1.01,0.619,0.902,0.582,1.04,0.581,0.903,0.58,0.904,0.575,0.792,0.5,0.792,1,1.557,1,0.792,0.5,101.3,95
0.4300,0.3957,2756.4,13.43,4.75,1105.9,1799.6,2598.3,4666.4,0.872,0.667,0,0,0,0,0,0,1.237,0.662,1.834,1,1.828,1,1,0.606,0.902,0.579,1.042,0.578,0.902,0.577,0.903,0.572,0.791,0.5,0.791,1,1.563,1,0.791,0.5,101.7,95.4
0.4330,0.4001,2773.3,13.41,4.75,1105.9,1801.7,2598.3,4674.2,0.872,0.667,0,0,0,0,0,0,1.227,0.654,1.846,1,1.84,1,0.99,0.593,0.901,0.576,1.044,0.575,0.902,0.574,0.903,0.569,0.789,0.5,0.789,1,1.57,1,0.789,0.5,102.1,95.8
0.4360,0.4045,2790.4,13.4,4.75,1105.9,1803.9,2598.3,4682,0.873,0.666,0,0,0,0,0,0,1.218,0.646,1.858,1,1.852,1,0.98,0.58,0.901,0.573,1.046,0.572,0.902,0.571,0.903,0.566,0.788,0.5,0.788,1,1.577,1,0.788,0.5,102.6,96.3
0.4380,0.4075,2806.7,13.38,4.75,1105.9,1806.1,2598.3,4689.9,0.874,0.665,0,0,0,0,0,0,1.209,0.639,1.87,1,1.863,1,0.968,0.566,0.901,0.57,1.048,0.569,0.902,0.568,0.904,0.563,0.787,0.5,0.787,1,1.585,1,0.787,0.5,103.1,96.8
0.4410,0.4119,2823.3,13.37,4.75,1105.9,1808.3,2598.3,4697.8,0.875,0.664,0,0,0,0,0,0,1.201,0.631,1.881,1,1.874,1,0.949,0.554,0.904,0.567,1.049,0.566,0.904,0.565,0.906,0.56,0.786,0.5,0.786,1,1.596,1,0.786,0.5,103.8,97.5
0.4430,0.4149,2840.1,13.35,4.75,1105.9,1810.5,2598.3,4705.6,0.876,0.661,0,0,0,0,0,0,1.192,0.624,1.892,1,1.884,1,0.93,0.541,0.906,0.564,1.051,0.563,0.907,0.563,0.908,0.558,0.785,0.5,0.785,1,1.607,1,0.785,0.5,104.5,98.2
0.4460,0.4193,2856.5,13.34,4.37,1105.9,1812.7,2598.3,4713.5,0.878,0.658,0,0,0,0,0,0,1.18,0.616,1.907,1,1.9,1,0.91,0.528,0.908,0.561,1.054,0.561,0.909,0.56,0.91,0.555,0.784,0.5,0.784,1,1.617,1,0.784,0.5,105.2,98.9
0.4490,0.4238,2874,13.32,4.37,1105.9,1814.9,2598.3,4721.4,0.879,0.655,0,0,0,0,0,0,1.174,0.609,1.915,1,1.908,1,0.892,0.515,0.91,0.558,1.054,0.558,0.911,0.557,0.912,0.553,0.782,0.5,0.782,1,1.628,1,0.782,0.5,105.9,99.5
0.4510,0.4267,2890.1,13.31,4.37,1105.9,1817.2,2598.3,4729.4,0.88,0.65,0,0,0,0,0,0,1.167,0.6,1.924,1,1.917,1,0.873,0.501,0.913,0.555,1.054,0.555,0.913,0.554,0.914,0.55,0.781,0.5,0.781,1,1.639,1,0.781,0.5,106.7,100.3
0.4540,0.4312,2906.6,13.29,4.36,1105.9,1819.4,2598.3,4737.2,0.881,0.645,0,0,0,0,0,0,1.161,0.593,1.933,1,1.926,1,0.856,0.489,0.914,0.552,1.053,0.552,0.915,0.551,0.915,0.548,0.78,0.5,0.78,1,1.649,1,0.78,0.5,107.3,100.9
0.4560,0.4342,2923.2,13.28,4.36,1105.9,1821.7,2598.3,4745.1,0.882,0.64,0,0,0,0,0,0,1.154,0.586,1.942,1,1.935,1,0.838,0.476,0.916,0.549,1.053,0.549,0.916,0.548,0.917,0.546,0.779,0.5,0.779,1,1.659,1,0.779,0.5,108,101.5
0.4590,0.4386,2939.9,13.26,4.36,1105.9,1824,2598.3,4753,0.883,0.634,0,0,0,0,0,0,1.147,0.578,1.951,1,1.944,1,0.82,0.463,0.918,0.546,1.053,0.546,0.918,0.545,0.919,0.543,0.777,0.5,0.777,1,1.67,1,0.777,0.5,108.7,102.2
0.4620,0.4431,2956.6,13.25,4.36,1105.9,1826.3,2598.3,4760.9,0.884,0.628,0,0,0,0,0,0,1.14,0.57,1.961,1,1.954,1,0.805,0.45,0.918,0.543,1.053,0.543,0.919,0.542,0.919,0.541,0.776,0.5,0.776,1,1.679,1,0.776,0.5,109.3,102.8
0.4640,0.4461,2973.6,12.39,4.36,1105.9,1828.6,2598.3,4768.9,0.89,0.621,0,0,0,0,0,0,1.132,0.563,1.971,1,1.964,1,0.773,0.437,0.924,0.54,1.054,0.54,0.924,0.54,0.925,0.538,0.777,0.5,0.777,1,1.696,1,0.777,0.5,110.4,103.9
0.4670,0.4506,2990.2,12.37,4.36,1105.9,1830.9,2598.3,4776.8,0.891,0.614,0,0,0,0,0,0,1.122,0.555,1.984,1,1.977,1,0.761,0.424,0.923,0.537,1.056,0.537,0.924,0.537,0.925,0.536,0.776,0.5,0.776,1,1.704,1,0.776,0.5,110.9,104.4
0.4690,0.4536,3006.6,12.36,4.36,1105.9,1833.3,2598.3,4784.8,0.892,0.606,0,0,0,0,0,0,1.112,0.547,1.996,1,1.989,1,0.749,0.411,0.923,0.535,1.057,0.534,0.923,0.534,0.924,0.533,0.775,0.5,0.775,1,1.712,1,0.775,0.5,111.4,104.9
0.4720,0.4580,3023.5,12.34,4.36,1105.9,1835.6,2598.3,4792.7,0.892,0.599,0,0,0,0,0,0,1.103,0.54,2.008,1,2.001,1,0.737,0.399,0.923,0.532,1.058,0.531,0.923,0.531,0.924,0.531,0.773,0.5,0.773,1,1.72,1,0.773,0.5,112,105.4
0.4750,0.4625,3040,12.33,4.36,1105.9,1838,2598.3,4800.7,0.893,0.59,0,0,0,0,0,0,1.094,0.532,2.02,1,2.012,1,0.725,0.386,0.922,0.529,1.059,0.528,0.923,0.528,0.925,0.529,0.772,0.5,0.772,1,1.729,1,0.772,0.5,112.5,105.9
0.4770,0.4655,3056.6,12.31,4.36,1105.9,1840.4,2598.3,4808.6,0.894,0.582,0,0,0,0,0,0,1.086,0.524,2.031,1,2.023,1,0.71,0.373,0.923,0.526,1.06,0.526,0.924,0.525,0.925,0.526,0.771,0.5,0.771,1,1.738,1,0.771,0.5,113.1,106.4
0.4800,0.4700,3073.6,12.3,4.35,1105.9,1842.8,2598.3,4816.6,0.896,0.573,0,0,0,0,0,0,1.077,0.517,2.043,1,2.035,1,0.687,0.36,0.925,0.523,1.06,0.523,0.926,0.522,0.927,0.523,0.77,0.5,0.77,1,1.751,1,0.77,0.5,113.9,107.3
0.4820,0.4730,3094.9,12.28,3.98,1105.9,1845.2,2598.3,4824.6,0.897,0.564,0,0,0,0,0,0,1.062,0.509,2.062,1,2.053,1,0.665,0.348,0.928,0.52,1.065,0.52,0.929,0.519,0.93,0.521,0.768,0.5,0.768,1,1.764,1,0.768,0.5,114.8,108.1
0.4860,0.4790,3106.9,12.26,3.97,1105.9,1847.8,2598.3,4833.1,0.899,0.552,0,0,0,0,0,0,1.052,0.499,2.076,1,2.068,1,0.637,0.331,0.931,0.516,1.065,0.516,0.932,0.516,0.933,0.517,0.767,0.5,0.767,1,1.78,1,0.767,0.5,115.9,109
0.4880,0.4820,3123.7,12.25,3.97,1105.9,1850.2,2598.3,4841,0.9,0.546,0,0,0,0,0,0,1.043,0.493,2.087,1,2.079,1,0.621,0.322,0.933,0.514,1.068,0.514,0.933,0.514,0.934,0.515,0.766,0.5,0.766,1,1.789,1,0.766,0.5,116.5,109.6
0.4900,0.4850,3140.1,12.23,3.97,1105.9,1852.6,2598.3,4848.9,0.901,0.536,0,0,0,0,0,0,1.03,0.486,2.104,1,2.094,1,0.601,0.309,0.935,0.511,1.07,0.511,0.935,0.511,0.936,0.512,0.764,0.5,0.764,1,1.801,1,0.764,0.5,117.3,110.5
0.4930,0.4895,3156.9,12.21,3.97,1105.9,1855,2598.3,4856.8,0.902,0.527,0,0,0,0,0,0,1.018,0.478,2.119,1,2.109,1,0.584,0.297,0.935,0.508,1.073,0.508,0.936,0.508,0.937,0.509,0.763,0.5,0.763,1,1.811,1,0.763,0.5,117.9,111.2
0.4960,0.4940,3173.7,12.18,3.97,1105.9,1857.5,2598.3,4864.8,0.903,0.517,0,0,0,0,0,0,1.007,0.47,2.135,1,2.124,1,0.569,0.284,0.936,0.505,1.075,0.505,0.936,0.505,0.937,0.505,0.762,0.5,0.762,1,1.822,1,0.762,0.5,118.6,111.8
0.4980,0.4970,3190.2,12.16,3.97,1105.9,1860,2598.3,4872.7,0.904,0.507,0,0,0,0,0,0,0.995,0.463,2.15,1,2.139,1,0.553,0.271,0.936,0.502,1.077,0.502,0.936,0.502,0.938,0.502,0.76,0.5,0.76,1,1.832,1,0.76,0.5,119.3,112.4
0.5010,0.5015,3206.8,12.13,3.97,1105.9,1862.5,2598.3,4880.7,0.905,0.497,0,0,0,0,0,0,0.984,0.455,2.164,1,2.153,1,0.538,0.259,0.936,0.499,1.079,0.499,0.937,0.499,0.938,0.499,0.759,0.5,0.759,1,1.842,1,0.759,0.5,119.9,113.1
0.5030,0.5045,3223.5,11.27,3.59,1105.9,1865,2598.3,4888.7,0.911,0.488,0,0,0,0,0,0,0.967,0.448,2.187,1,2.175,1,0.5,0.247,0.942,0.496,1.084,0.496,0.943,0.496,0.944,0.496,0.76,0.5,0.76,1,1.862,1,0.76,0.5,121.3,114.4
0.5060,0.5090,3240.3,11.24,3.59,1105.9,1867.5,2598.3,4896.6,0.912,0.478,0,0,0,0,0,0,0.957,0.44,2.2,1,2.188,1,0.486,0.235,0.942,0.493,1.086,0.493,0.943,0.493,0.944,0.493,0.759,0.5,0.759,1,1.872,1,0.759,0.5,121.9,115
0.5090,0.5135,3256.9,11.21,3.59,1105.9,1870,2598.3,4904.6,0.913,0.468,0,0,0,0,0,0,0.946,0.432,2.214,1,2.202,1,0.466,0.223,0.943,0.49,1.087,0.49,0.944,0.49,0.945,0.49,0.757,0.5,0.757,1,1.884,1,0.757,0.5,122.7,115.7
0.5110,0.5165,3273.7,11.17,3.59,1105.9,1872.6,2598.3,4912.6,0.914,0.459,0,0,0,0,0,0,0.935,0.425,2.229,1,2.216,1,0.442,0.211,0.946,0.487,1.088,0.488,0.946,0.488,0.948,0.487,0.756,0.5,0.756,1,1.898,1,0.756,0.5,123.6,116.7
0.5140,0.5210,3290.4,11.14,3.59,1105.9,1875.2,2598.3,4920.6,0.916,0.449,0,0,0,0,0,0,0.924,0.417,2.243,1,2.23,1,0.418,0.2,0.948,0.484,1.089,0.485,0.949,0.485,0.95,0.484,0.755,0.5,0.755,1,1.912,1,0.755,0.5,124.5,117.6
0.5160,0.5240,3306.9,11.11,3.58,1105.9,1877.8,2598.3,4928.6,0.917,0.44,0,0,0,0,0,0,0.913,0.409,2.258,1,2.244,1,0.395,0.188,0.95,0.481,1.09,0.482,0.951,0.482,0.952,0.481,0.753,0.5,0.753,1,1.926,1,0.753,0.5,125.5,118.4
0.5190,0.5285,3323.6,11.07,3.58,1105.9,1880.4,2598.3,4936.6,0.918,0.431,0,0,0,0,0,0,0.902,0.402,2.272,1,2.259,1,0.374,0.177,0.952,0.479,1.092,0.479,0.953,0.479,0.953,0.478,0.752,0.5,0.752,1,1.939,1,0.752,0.5,126.3,119.3
0.5220,0.5330,3340.3,11.04,3.58,1105.9,1883,2598.3,4944.6,0.918,0.422,0,0,0,0,0,0,0.891,0.394,2.287,1,2.273,1,0.353,0.167,0.954,0.476,1.093,0.476,0.954,0.476,0.955,0.475,0.75,0.5,0.75,1,1.952,1,0.75,0.5,127.2,120.1
0.5240,0.5360,3357,11,3.58,1105.9,1885.6,2598.3,4952.6,0.919,0.413,0,0,0,0,0,0,0.879,0.386,2.302,1,2.288,1,0.333,0.156,0.955,0.473,1.094,0.473,0.955,0.473,0.956,0.473,0.749,0.5,0.749,1,1.965,1,0.749,0.5,128,120.9
0.5270,0.5405,3373.7,10.97,3.58,1105.9,1888.2,2598.3,4960.5,0.92,0.405,0,0,0,0,0,0,0.868,0.379,2.317,1,2.303,1,0.313,0.146,0.956,0.47,1.096,0.47,0.956,0.47,0.957,0.47,0.747,0.5,0.747,1,1.978,1,0.747,0.5,128.9,121.7
0.5290,0.5435,3390.5,10.93,3.58,1105.9,1890.9,2598.3,4968.5,0.92,0.397,0,0,0,0,0,0,0.856,0.371,2.333,1,2.318,1,0.294,0.136,0.957,0.467,1.097,0.467,0.957,0.468,0.958,0.468,0.746,0.5,0.746,1,1.99,1,0.746,0.5,129.7,122.5
0.5320,0.5479,3407.2,10.89,3.58,1105.9,1893.5,2598.3,4976.5,0.921,0.389,0,0,0,0,0,0,0.844,0.363,2.349,1,2.334,1,0.275,0.127,0.958,0.464,1.098,0.464,0.958,0.465,0.959,0.465,0.745,0.5,0.745,1,2.002,1,0.745,0.5,130.5,123.3
0.5350,0.5524,3423.7,10.01,3.58,1105.9,1896.2,2598.3,4984.5,0.926,0.382,0,0,0,0,0,0,0.832,0.356,2.365,1,2.349,1,0.233,0.118,0.964,0.461,1.1,0.461,0.964,0.462,0.965,0.463,0.745,0.5,0.745,1,2.025,1,0.745,0.5,132,124.8
0.5370,0.5554,3440.3,9.97,3.58,1105.9,1898.9,2598.3,4992.5,0.926,0.375,0,0,0,0,0,0,0.82,0.348,2.381,1,2.365,1,0.217,0.109,0.964,0.458,1.101,0.458,0.964,0.459,0.965,0.46,0.744,0.5,0.744,1,2.036,1,0.744,0.5,132.7,125.5
0.5400,0.5599,3457.2,9.93,3.58,1105.9,1901.6,2598.3,5000.5,0.926,0.368,0,0,0,0,0,0,0.808,0.341,2.397,1,2.381,1,0.201,0.1,0.964,0.455,1.102,0.455,0.964,0.456,0.965,0.458,0.743,0.5,0.743,1,2.047,1,0.743,0.5,133.4,126.2
0.5420,0.5629,3473.7,9.89,3.58,1105.9,1904.3,2598.3,5008.4,0.926,0.362,0,0,0,0,0,0,0.795,0.333,2.414,1,2.397,1,0.186,0.092,0.964,0.452,1.104,0.452,0.964,0.453,0.964,0.455,0.741,0.5,0.741,1,2.058,1,0.741,0.5,134.1,126.7
0.5450,0.5673,3490.6,9.85,3.57,1105.9,1907,2598.3,5016.4,0.926,0.357,0,0,0,0,0,0,0.782,0.325,2.43,1,2.414,1,0.172,0.085,0.963,0.449,1.105,0.45,0.963,0.45,0.964,0.453,0.74,0.5,0.74,1,2.068,1,0.74,0.5,134.8,127.3
0.5480,0.5718,3507.2,9.81,3.57,1105.9,1909.8,2598.3,5024.4,0.925,0.352,0,0,0,0,0,0,0.769,0.318,2.448,1,2.431,1,0.157,0.077,0.962,0.446,1.107,0.447,0.963,0.447,0.963,0.451,0.738,0.5,0.738,1,2.079,1,0.738,0.5,135.5,128
0.5500,0.5748,3523.8,9.77,3.57,1105.9,1912.6,2598.3,5032.3,0.924,0.347,0,0,0,0,0,0,0.756,0.31,2.465,1,2.448,1,0.144,0.07,0.962,0.443,1.108,0.444,0.962,0.444,0.962,0.448,0.736,0.5,0.736,1,2.089,1,0.736,0.5,136.1,128.7
0.5530,0.5792,3540.7,9.73,3.57,1105.9,1915.3,2598.3,5040.3,0.924,0.343,0,0,0,0,0,0,0.743,0.302,2.482,1,2.465,1,0.131,0.064,0.96,0.44,1.109,0.441,0.961,0.442,0.961,0.446,0.735,0.5,0.735,1,2.098,1,0.735,0.5,136.8,129.3
0.5550,0.5822,3557.1,9.69,3.57,1105.9,1918.1,2598.3,5048.2,0.923,0.34,0,0,0,0,0,0,0.729,0.295,2.501,1,2.482,1,0.119,0.057,0.959,0.437,1.111,0.438,0.96,0.439,0.96,0.443,0.733,0.5,0.733,1,2.108,1,0.733,0.5,137.4,129.7
0.5580,0.5866,3573.8,9.65,3.57,1105.9,1920.9,2598.3,5056.1,0.921,0.337,0,0,0,0,0,0,0.716,0.287,2.518,1,2.5,1,0.108,0.052,0.958,0.434,1.113,0.435,0.958,0.436,0.959,0.441,0.732,0.5,0.732,1,2.117,1,0.732,0.5,138,130.3
0.5610,0.5910,3590.7,9.62,3.57,1105.9,1923.7,2598.3,5064,0.92,0.335,0,0,0,0,0,0,0.702,0.28,2.537,1,2.518,1,0.097,0.046,0.956,0.432,1.114,0.432,0.957,0.433,0.957,0.438,0.73,0.5,0.73,1,2.126,1,0.73,0.5,138.6,130.8
0.5630,0.5940,3607.3,9.58,3.57,1105.9,1926.5,2598.3,5072,0.919,0.334,0,0,0,0,0,0,0.688,0.272,2.555,1,2.536,1,0.086,0.041,0.955,0.428,1.116,0.429,0.955,0.43,0.956,0.435,0.728,0.5,0.728,1,2.135,1,0.728,0.5,139.2,131.4
0.5660,0.5984,3623.9,9.54,3.57,1105.9,1929.3,2598.3,5079.9,0.917,0.333,0,0,0,0,0,0,0.674,0.264,2.574,1,2.554,1,0.077,0.036,0.953,0.426,1.117,0.426,0.953,0.427,0.954,0.432,0.727,0.5,0.727,1,2.143,1,0.727,0.5,139.7,131.9
0.5680,0.6014,3640.7,9.5,3.57,1105.9,1932.2,2598.3,5087.7,0.915,0.333,0,0,0,0,0,0,0.659,0.257,2.593,1,2.573,1,0.07,0.031,0.95,0.423,1.119,0.423,0.95,0.424,0.951,0.429,0.725,0.5,0.725,1,2.15,1,0.725,0.5,140.1,132.4
0.5710,0.6058,3657.5,9.46,3.56,1105.9,1935,2598.3,5095.6,0.913,0.333,0,0,0,0,0,0,0.644,0.249,2.613,1,2.592,1,0.07,0.027,0.946,0.42,1.12,0.42,0.946,0.421,0.947,0.426,0.723,0.5,0.723,1,2.154,1,0.723,0.5,140.4,132.6
0.5740,0.6102,3674.1,9.42,3.56,1105.9,1937.9,2598.3,5103.5,0.91,0.333,0,0,0,0,0,0,0.629,0.242,2.633,1,2.612,1,0.071,0.023,0.941,0.417,1.122,0.417,0.942,0.418,0.943,0.423,0.722,0.5,0.722,1,2.158,1,0.722,0.5,140.6,132.8
0.5760,0.6131,3690.6,9.39,3.56,1105.9,1940.8,2598.3,5111.4,0.907,0.333,0,0,0,0,0,0,0.614,0.234,2.652,1,2.631,1,0.071,0.02,0.937,0.414,1.124,0.414,0.937,0.416,0.939,0.42,0.72,0.5,0.72,1,2.162,1,0.72,0.5,140.9,133
0.5790,0.6175,3707.4,9.35,3.56,1105.9,1943.6,2598.3,5119.2,0.905,0.333,0,0,0,0,0,0,0.599,0.227,2.672,1,2.651,1,0.071,0.017,0.932,0.411,1.126,0.412,0.933,0.413,0.935,0.417,0.718,0.5,0.718,1,2.165,1,0.718,0.5,141.1,133.2
0.5820,0.6219,3724.2,9.32,3.56,1105.9,1946.5,2598.3,5127.1,0.902,0.333,0,0,0,0,0,0,0.583,0.219,2.693,1,2.671,1,0.071,0.014,0.928,0.408,1.127,0.409,0.929,0.41,0.931,0.413,0.716,0.5,0.716,1,2.169,1,0.716,0.5,141.3,133.4
0.5840,0.6248,3740.7,9.28,3.56,1105.9,1949.4,2598.3,5134.9,0.899,0.333,0,0,0,0,0,0,0.568,0.211,2.714,1,2.691,1,0.06,0.012,0.926,0.405,1.129,0.406,0.927,0.407,0.929,0.41,0.715,0.5,0.715,1,2.178,1,0.715,0.5,141.9,134
0.5870,0.6292,3757.4,9.25,3.56,1105.9,1952.4,2598.3,5142.7,0.897,0.333,0,0,0,0,0,0,0.552,0.204,2.735,1,2.712,1,0.049,0.009,0.924,0.402,1.131,0.403,0.925,0.404,0.927,0.407,0.713,0.5,0.713,1,2.187,1,0.713,0.5,142.5,134.6
0.5890,0.6321,3774,9.22,3.56,1105.9,1955.3,2598.3,5150.5,0.894,0.333,0,0,0,0,0,0,0.535,0.196,2.757,1,2.733,1,0.039,0.007,0.922,0.399,1.133,0.4,0.923,0.401,0.925,0.404,0.711,0.5,0.711,1,2.196,1,0.711,0.5,143.1,134.5
0.5920,0.6364,3790.7,9.19,3.56,1105.9,1958.2,2598.3,5158.2,0.891,0.333,0,0,0,0,0,0,0.519,0.189,2.779,1,2.755,1,0.031,0.006,0.92,0.396,1.135,0.397,0.921,0.398,0.922,0.401,0.709,0.5,0.709,1,2.203,1,0.709,0.5,143.6,135.1
0.5950,0.6408,3807.5,9.16,3.55,1105.9,1907.2,2598.3,5166,0.888,0.333,0,0,0,0,0,0,0.502,0.181,2.801,1,2.777,1,0.024,0.004,0.917,0.393,1.137,0.394,0.918,0.395,0.919,0.398,0.707,0.5,0.707,1,2.211,1,0.707,0.5,144.1,135.8
0.5970,0.6437,3827.2,9.13,3.55,1105.9,1869.4,2598.3,5173.8,0.885,0.333,0,0,0,0,0,0,0.485,0.173,2.824,1,2.799,1,0.018,0.003,0.914,0.39,1.139,0.391,0.915,0.393,0.916,0.395,0.705,0.5,0.705,1,2.217,1,0.705,0.5,144.5,136.2
0.6000,0.6480,3841.1,9.1,3.55,1105.9,1841.8,2598.3,5181.9,0.88,0.333,0,0,0,0,0,0,0.464,0.165,2.851,1,2.826,1,0.012,0.002,0.91,0.387,1.141,0.388,0.911,0.389,0.912,0.392,0.703,0.5,0.703,1,2.225,1,0.703,0.5,145,136.7
0.6020,0.6509,3857.5,9.08,3.54,1105.9,1821.6,2598.3,5189.6,0.877,0.333,0,0,0,0,0,0,0.45,0.158,2.87,0.999,2.845,1,0.009,0.001,0.907,0.384,1.143,0.385,0.908,0.387,0.909,0.39,0.701,0.5,0.701,1,2.229,1,0.701,0.5,145.3,137
0.6050,0.6552,3874.1,9.06,3.54,1105.9,1806.9,2598.3,5197.2,0.874,0.333,0,0,0,0,0,0,0.433,0.151,2.892,0.999,2.868,1,0.006,0.001,0.904,0.381,1.145,0.382,0.904,0.384,0.905,0.387,0.699,0.5,0.699,1,2.234,1,0.699,0.5,145.6,137.4
0.6080,0.6595,3890.8,9.04,3.53,1105.9,1796.5,2598.3,5204.8,0.87,0.333,0,0,0,0,0,0,0.416,0.144,2.915,0.998,2.892,1,0.004,0,0.9,0.378,1.147,0.379,0.9,0.381,0.901,0.385,0.697,0.5,0.697,1,2.239,1,0.697,0.5,146,137.7
0.6100,0.6623,3907.4,9.02,3.52,1105.9,1789.3,2598.3,5212.4,0.866,0.333,0,0,0,0,0,0,0.398,0.137,2.937,0.997,2.916,1,0.003,0,0.895,0.376,1.149,0.376,0.896,0.378,0.897,0.382,0.695,0.5,0.695,1,2.244,1,0.695,0.5,146.2,138
0.6130,0.6666,3924.3,9,3.52,1105.9,1784.4,2598.3,5220,0.862,0.333,0,0,0,0,0,0,0.381,0.13,2.959,0.996,2.941,1,0,0,0.891,0.373,1.152,0.374,0.892,0.375,0.893,0.38,0.693,0.5,0.693,1,2.248,1,0.693,0.5,146.5,138.2
0.6150,0.6695,3940.9,8.98,3.51,1105.9,1781.4,2598.3,5227.7,0.858,0.333,0,0,0,0,0,0,0.363,0.123,2.981,0.995,2.967,1,0,0,0.886,0.37,1.154,0.371,0.887,0.372,0.888,0.378,0.691,0.5,0.691,1,2.252,1,0.691,0.5,146.7,138.4
0.6180,0.6737,3957.5,8.97,3.5,1105.9,1779.7,2598.3,5235.3,0.854,0.333,0,0,0,0,0,0,0.346,0.116,3.003,0.993,2.993,1,0,0,0.882,0.367,1.157,0.368,0.882,0.369,0.884,0.375,0.689,0.5,0.689,1,2.255,1,0.689,0.5,147,138.7
0.6210,0.6780,3974.3,8.95,3.49,1105.9,1778.9,2598.3,5242.9,0.85,0.333,0,0,0,0,0,0,0.329,0.109,3.024,0.991,3.019,1,0,0,0.877,0.364,1.159,0.365,0.878,0.367,0.879,0.373,0.687,0.5,0.687,1,2.259,1,0.687,0.5,147.2,138.9
0.6230,0.6808,3991,8.94,3.48,1105.9,1779,2598.3,5250.5,0.846,0.333,0,0,0,0,0,0,0.312,0.103,3.044,0.989,3.046,1,0,0,0.872,0.361,1.162,0.362,0.873,0.364,0.875,0.37,0.685,0.5,0.685,1,2.263,1,0.685,0.5,147.5,139.1
0.6260,0.6850,4007.6,8.92,3.47,1105.9,1779.6,2598.3,5258,0.842,0.333,0,0,0,0,0,0,0.295,0.096,3.064,0.986,3.073,1,0,0,0.868,0.358,1.164,0.359,0.868,0.361,0.87,0.368,0.683,0.5,0.683,1,2.267,1,0.683,0.5,147.7,139.3
0.6280,0.6878,4024.3,8.9,3.46,1105.9,1780.7,2598.3,5265.6,0.838,0.333,0,0,0,0,0,0,0.279,0.09,3.083,0.984,3.1,1,0,0,0.863,0.355,1.167,0.356,0.864,0.358,0.865,0.365,0.68,0.5,0.68,1,2.27,1,0.68,0.5,147.9,139.5
0.6310,0.6920,4040.9,8.89,3.45,1105.9,1782,2598.3,5273.1,0.833,0.333,0,0,0,0,0,0,0.263,0.084,3.101,0.98,3.129,1,0,0,0.858,0.352,1.169,0.353,0.859,0.355,0.861,0.363,0.678,0.5,0.678,1,2.274,1,0.678,0.5,148.2,139.7
0.6340,0.6962,4057.7,8.87,3.44,1105.9,1783.6,2598.3,5280.6,0.829,0.333,0,0,0,0,0,0,0.247,0.078,3.119,0.977,3.157,1,0,0,0.854,0.349,1.172,0.35,0.855,0.352,0.856,0.361,0.676,0.5,0.676,1,2.278,1,0.676,0.5,148.4,139.9
0.6360,0.6990,4074.2,8.86,3.43,1105.9,1785.4,2598.3,5288.1,0.825,0.333,0,0,0,0,0,0,0.231,0.073,3.135,0.973,3.187,1,0,0,0.849,0.346,1.175,0.347,0.85,0.349,0.852,0.358,0.674,0.5,0.674,1,2.282,1,0.674,0.5,148.7,140.2
0.6390,0.7031,4091,8.84,3.42,1105.9,1787.4,2598.3,5295.5,0.821,0.333,0,0,0,0,0,0,0.216,0.067,3.151,0.968,3.216,1,0,0,0.844,0.343,1.178,0.344,0.845,0.347,0.847,0.355,0.671,0.5,0.671,1,2.286,1,0.671,0.5,148.9,140.4
0.6410,0.7059,4107.6,8.83,3.41,1105.9,1789.4,2598.3,5303,0.817,0.333,0,0,0,0,0,0,0.201,0.062,3.166,0.963,3.247,1,0,0,0.839,0.34,1.181,0.341,0.84,0.344,0.842,0.352,0.669,0.5,0.669,1,2.29,1,0.669,0.5,149.2,140.6
0.6440,0.7100,4124.4,8.81,3.4,1105.9,1791.5,2598.3,5310.4,0.812,0.333,0,0,0,0,0,0,0.187,0.057,3.179,0.958,3.278,1,0,0,0.835,0.337,1.184,0.338,0.836,0.341,0.838,0.349,0.667,0.5,0.667,1,2.293,1,0.667,0.5,149.4,140.2
